Index,First Name,Last Name,Company,City,Country,Age,Annual_Income,Spending_Score,Years_as_Customer,Num_Purchases,Avg_Purchase_Value,Num_Complaints,Email_Opens_Rate,Website_Visits_Per_Month,Has_Mobile_App,Preferred_Channel,Region,CLV,Churn
364,Chloe,Hurst,Jacobs and Sons,Duncanview,Tajikistan,50,64849.03,76,10,14,125.71,2,0.4808,5,1,Online,North,3912.82,0
365,Virginia,Goodman,Salazar Ltd,Jameston,Morocco,45,60783.37,92,1,15,70.98,3,0.2851,4,1,Online,North,2527.61,0
366,Erin,Woods,Dawson Group,South Brandonville,Pakistan,64,104106.0,30,2,14,502.56,2,0.2325,4,0,Online,South,2189.83,0
367,Cassidy,Bruce,Castaneda Group,East Eugene,Congo,50,42245.2,90,5,23,47.94,2,0.2634,7,1,Phone,East,4627.42,0
368,Sally,Hinton,Glover-Mccoy,Guyside,Montserrat,22,44380.06,21,4,13,76.54,3,0.2105,8,1,Online,North,2553.21,1
369,Jessica,Randolph,Cruz-Chandler,Holdenfort,Qatar,65,42537.19,28,4,20,609.95,1,0.2432,9,1,Store,South,3304.83,0
370,Kelly,Hogan,Estrada PLC,Jaimeberg,Saint Vincent and the Grenadines,36,43890.46,90,9,15,115.33,1,0.2869,4,1,Online,South,5019.68,0
371,Derek,Chung,"Cooke, Downs and Hines",North Adriana,Georgia,21,42252.26,62,11,19,104.76,2,0.1399,5,0,Online,South,4443.64,0
372,Shirley,York,Nolan-Hardy,Rodriguezbury,Brunei Darussalam,52,78780.33,33,8,21,44.72,1,0.2268,2,0,Store,West,3724.32,0
373,Cody,Potts,"Acosta, Robbins and Nash",Lunaville,Panama,66,83410.08,85,6,20,181.28,1,0.0233,7,0,Store,South,4161.94,0
374,Erin,Gill,Mosley-Whitney,South Rachelchester,Iran,34,43585.07,35,1,23,10.0,2,0.5094,8,0,Store,South,1919.64,0
375,Nicole,Vargas,Powell LLC,Alvaradoton,Vietnam,61,38352.89,52,2,21,10.0,1,0.323,8,1,Online,South,2783.56,1
376,Sharon,Mack,"Vaughn, Kelly and Meza",Odonnellberg,Saint Lucia,45,64428.31,34,6,18,137.2,3,0.4417,7,1,Online,South,3163.01,1
377,Monica,Lopez,"Farrell, Mcclain and Kaiser",Latoyabury,Maldives,47,43955.54,41,11,14,62.71,1,0.2032,3,0,Online,East,3946.26,0
378,April,Jones,"Daniel, Rowland and Heath",Fryeville,Cocos (Keeling) Islands,46,67658.64,51,2,21,459.65,3,0.019,8,1,Phone,East,2917.41,0
379,Johnny,Reeves,Holden-Camacho,Lynnborough,Chad,63,59058.46,47,13,21,350.25,2,0.0827,3,0,Online,South,4546.58,0
380,Brandi,Owens,Bray-Nelson,Lake Jacobstad,Dominican Republic,23,24685.12,82,10,16,187.61,2,0.494,10,0,Phone,North,4233.14,0
381,Max,Rasmussen,"Graves, Hardin and Cummings",West Tammieport,Liechtenstein,52,85950.1,58,5,22,255.68,0,0.1037,10,0,Online,West,3465.37,0
382,Christian,Moore,Cherry and Sons,South Anne,Gambia,58,90917.55,75,14,12,165.09,2,0.7685,6,1,Store,North,5605.82,0
383,Tyrone,Holloway,Peters-Perez,Pachecoburgh,Tonga,54,42744.23,57,5,15,20.13,1,0.4246,4,1,Online,North,3236.85,0
384,Victor,Ferguson,Lawrence and Sons,Turnerfort,Comoros,41,47245.97,23,6,25,217.57,5,0.0984,5,1,Online,South,3501.68,0
385,Logan,Carroll,Chaney and Sons,Melissaville,Swaziland,46,60717.31,48,6,15,35.39,2,0.1679,9,0,Online,North,3097.38,0
386,Alexis,Hawkins,Beck PLC,West Nathaniel,Eritrea,66,61689.14,22,14,20,58.61,3,0.1159,3,0,Online,East,4636.25,0
387,Diane,Reid,Mendoza Inc,West Mikehaven,Sweden,63,68170.89,17,6,19,256.58,5,0.1815,7,1,Phone,East,2804.84,1
388,Dylan,Sweeney,Mccarthy-Leblanc,Goodmanborough,Brunei Darussalam,48,95204.09,69,14,23,115.35,3,0.1787,10,1,Store,West,6183.76,0
389,Craig,Gonzales,Clayton-Sutton,Darinshire,Falkland Islands (Malvinas),52,51461.06,11,2,23,294.85,1,0.2449,6,1,Store,East,2507.22,0
390,Jill,Cardenas,Williamson-Franco,West Kerrifort,Brazil,50,39034.06,94,14,15,35.94,2,0.179,9,0,Online,East,5585.28,0
391,Timothy,Chambers,Alexander-Farrell,Pammouth,Afghanistan,69,27413.62,15,10,16,140.39,1,0.0891,9,1,Phone,South,3524.5,1
392,Jaime,Terrell,Castaneda and Sons,Gilesburgh,Czech Republic,38,40381.4,91,14,20,13.13,2,0.2879,10,0,Online,East,4998.3,0
393,Alejandro,Hancock,Cooley and Sons,Lake Trevorton,Ghana,49,54337.46,35,13,21,154.53,1,0.2198,8,1,Phone,North,5156.04,0
394,Gregg,Rodriguez,Roberts-Hernandez,Leonardberg,Gambia,40,90891.16,33,14,23,215.66,1,0.4113,9,0,Online,North,5529.45,0
395,Deanna,Pacheco,"Heath, Collins and Pierce",Georgeton,Oman,50,44647.77,84,3,21,131.9,1,0.391,6,1,Online,East,3162.64,0
396,Mariah,Barton,Molina-Miranda,Hebertchester,French Southern Territories,20,59475.76,16,14,25,46.43,5,0.0844,8,1,Phone,West,5257.09,1
397,Valerie,Branch,Atkins-Hodges,Port Jenna,Gabon,35,54671.54,34,6,25,10.0,0,0.1999,11,0,Online,West,3300.11,0
398,Jonathan,Norman,Mays-Benjamin,Josephview,Trinidad and Tobago,42,78767.87,66,13,16,19.08,3,0.0716,7,0,Phone,West,4631.78,0
399,Samuel,Drake,"Myers, Krueger and Sampson",South Tonya,Nauru,59,105538.65,99,8,19,146.05,1,0.063,8,0,Online,East,5090.46,0
400,Riley,Aguirre,Hicks PLC,East Sally,Senegal,48,44382.62,40,12,26,408.67,2,0.2714,5,0,Store,West,4186.1,0
401,Jermaine,Baker,"Ryan, Conner and Boyle",North Diamond,Nicaragua,20,45211.21,28,13,16,34.7,3,0.263,10,0,Phone,East,4317.13,0
402,Holly,Hartman,"Rivas, Payne and Arellano",Dianamouth,Namibia,57,75883.22,47,11,22,199.22,4,0.3663,9,0,Store,North,4683.88,1
403,Haley,Frost,Benitez LLC,Watsonfort,Ethiopia,63,68637.83,39,12,26,301.99,0,0.3366,3,1,Store,West,5591.73,0
404,Lindsay,Crane,Ramos-Howard,South Gabriela,Faroe Islands,41,91934.15,70,1,22,110.37,1,0.4289,8,0,Online,West,3035.32,0
405,Adriana,Bartlett,Wheeler PLC,West Roystad,Svalbard & Jan Mayen Islands,67,66678.56,73,1,25,165.97,3,0.2388,4,0,Online,West,2948.42,1
406,Bethany,Ruiz,"Chambers, Castillo and Graves",South Andreachester,Syrian Arab Republic,49,47814.16,20,11,29,253.12,1,0.1512,8,1,Online,North,4704.42,0
407,Gabriel,Weaver,"Hutchinson, Hicks and Austin",Longton,Morocco,64,66813.1,1,13,15,45.3,0,0.1007,4,0,Online,East,3418.57,0
408,Jimmy,Heath,"Jenkins, Clarke and Faulkner",Coxburgh,Rwanda,39,77174.07,72,2,15,52.84,3,0.4973,9,1,Store,North,3180.11,0
409,Craig,Powers,"Trujillo, Hurst and Ortega",Grantmouth,Netherlands Antilles,40,71409.64,87,11,20,10.0,0,0.5314,8,1,Online,North,5225.36,0
410,Colin,Howard,Glass-Shepard,Alexberg,Australia,19,65145.48,63,12,23,494.91,3,0.2421,7,1,Store,South,5523.14,1
411,Edgar,Zhang,Francis Ltd,New Reginafort,Yemen,44,76333.49,67,12,18,374.33,2,0.2084,7,0,Store,West,4667.35,0
412,Carolyn,Lucero,Rojas-Ross,Charlottestad,Bosnia and Herzegovina,59,78385.91,4,6,22,216.95,2,0.4201,15,1,Online,East,3146.43,0
413,Tonya,Parsons,Meyer LLC,South Charleneport,Rwanda,19,82643.18,58,9,14,12.36,3,0.2894,3,0,Phone,East,3860.93,0
414,Marc,Small,Trevino-Bennett,Bennettmouth,Colombia,43,67974.2,25,4,28,89.0,1,0.334,11,1,Phone,South,3355.71,0
415,Dakota,Elliott,"Marks, Mora and Bender",South Charleneport,Russian Federation,34,51657.64,47,3,26,16.12,3,0.2003,7,0,Online,South,3135.63,1
416,Hector,Barry,Hunt Group,Wumouth,Gabon,57,57934.27,38,12,17,10.0,0,0.1796,7,1,Online,North,4095.88,0
417,Morgan,Wells,Mcmillan-Ramos,East Yvetteside,Thailand,50,79130.18,15,8,21,143.64,2,0.053,10,0,Online,South,3413.46,0
418,Maxwell,Glenn,"Everett, Holmes and Sheppard",Miketown,Niue,26,38661.29,63,11,14,485.97,3,0.4108,2,1,Store,East,4547.33,0
419,Melody,Young,Peck-Rivers,Port Harold,Switzerland,60,62373.47,21,10,27,349.75,1,0.0488,9,1,Online,East,4994.68,0
420,Alejandro,Sutton,Byrd PLC,Lake Franklinland,Colombia,65,47133.22,99,14,18,178.98,0,0.1638,6,0,Store,East,5840.35,0
421,Jermaine,Banks,Harvey LLC,Lake Martha,South Georgia and the South Sandwich Islands,56,55574.9,57,9,18,15.25,3,0.0823,7,0,Online,North,3310.85,0
422,Terry,Woodward,Hicks Inc,Schultzbury,Syrian Arab Republic,46,80569.04,53,12,27,48.06,0,0.492,7,0,Store,West,4595.48,0
423,Tanner,Cherry,Mclaughlin-Lucas,Noahview,Kyrgyz Republic,59,58821.98,46,11,24,57.86,1,0.2125,13,0,Store,West,4095.91,0
424,Troy,Elliott,Sosa LLC,South Robertbury,Equatorial Guinea,43,55928.73,14,5,24,216.05,0,0.4714,6,0,Phone,North,3129.4,1
425,Barry,Rubio,Brock and Sons,Dalemouth,French Guiana,52,27802.88,100,9,15,243.11,1,0.358,7,1,Online,East,4649.67,1
426,Samantha,Lutz,Mcdonald Inc,Lake Hayden,Bahamas,67,69925.07,76,2,17,72.95,1,0.328,10,1,Online,East,3365.14,0
427,Wendy,Trevino,Wells and Sons,Port Louis,Saint Lucia,42,67909.68,17,3,14,81.16,0,0.2774,7,1,Online,North,2125.3,1
428,Greg,Mcneil,Mcclure-Thomas,Alfredhaven,British Indian Ocean Territory (Chagos Archipelago),41,98265.09,39,7,23,10.0,0,0.084,6,1,Online,North,4260.43,0
429,Rita,Hutchinson,Galvan Inc,Arroyoland,Liechtenstein,30,48844.44,9,7,18,51.19,1,0.2377,14,1,Online,South,3474.89,0
430,Rose,Robertson,"Chambers, Bernard and Rivas",West Brandonfurt,Svalbard & Jan Mayen Islands,24,59383.01,99,6,25,90.03,1,0.308,10,1,Phone,North,5186.14,0
431,Paige,Aguirre,Black-Pruitt,Russellland,Benin,53,59987.67,77,6,17,18.66,1,0.2282,9,0,Store,West,3348.46,0
432,Xavier,Terry,"Ray, Maxwell and Olson",North Ritachester,Reunion,62,86549.07,79,2,21,90.57,0,0.447,11,1,Online,North,3467.94,0
433,Michaela,Thornton,Riggs-Rodgers,West Victoria,Norfolk Island,37,53094.09,82,10,18,287.78,2,0.3766,7,1,Store,East,4977.77,0
434,Kyle,Rojas,"Hoffman, Brandt and Gay",West Tyrone,Liberia,18,60580.43,97,6,25,130.6,2,0.2104,5,1,Online,East,4699.14,0
435,Devin,Baxter,"Kirby, Lang and Galvan",Lake Xaviertown,Jordan,25,67157.93,6,4,21,12.33,1,0.238,4,1,Online,East,2523.65,0
436,Omar,Farmer,"Fuentes, Mcguire and Mendoza",Tatemouth,Lesotho,63,58732.18,91,12,11,31.92,2,0.409,6,1,Store,West,5333.85,0
437,Desiree,Vang,"Patel, Donovan and Branch",Wigginsbury,Burkina Faso,33,46071.33,23,3,29,96.52,3,0.0193,4,1,Phone,West,2882.23,0
438,Fernando,Wade,Chan-Good,Rosebury,South Georgia and the South Sandwich Islands,31,58881.8,59,13,18,67.29,1,0.2695,10,1,Online,South,5072.1,1
439,Anne,Winters,Gay LLC,Lewisview,Monaco,29,76472.63,91,11,22,66.65,1,0.2606,13,1,Store,North,5505.52,0
440,Glenn,Harrell,Vincent and Sons,Lake Douglas,India,68,34469.69,98,13,22,113.02,3,0.5447,6,0,Phone,South,5510.96,0
441,Tracey,Boyd,Mcmahon-Hale,South Victorhaven,Niger,40,57659.39,46,2,28,131.7,0,0.1509,12,0,Online,North,2411.09,0
442,Catherine,Becker,Ware and Sons,Christyville,Christmas Island,32,40997.58,38,1,24,239.08,0,0.2106,8,1,Online,North,2710.49,0
443,Sharon,Farrell,Collins-Kline,New Aliciaberg,Gabon,45,78900.93,14,11,19,62.55,1,0.0886,6,1,Store,West,4153.37,1
444,Clinton,Schwartz,Horton Inc,Reedland,Greece,51,24536.26,100,11,21,245.57,3,0.4518,8,0,Store,East,5260.75,0
445,Sheri,Perez,"Velasquez, Haynes and Parks",East Krystalland,United States Virgin Islands,19,43821.56,72,5,26,62.01,3,0.0688,9,1,Online,North,3997.0,0
446,Beth,White,Wiggins-Horne,East Hunterburgh,Israel,49,62544.24,62,2,29,10.0,1,0.1087,11,0,Online,West,2944.99,0
447,Cole,Benitez,"Daniel, Phillips and Garrett",Lake Amanda,Estonia,40,86310.48,35,2,18,121.18,0,0.1757,6,1,Store,South,2722.11,0
448,Caleb,Chapman,Mullen-Burgess,Port Stanleyside,Kiribati,39,53684.99,19,7,22,132.97,5,0.1041,12,0,Store,East,3367.19,0
449,Glen,Eaton,"White, Harding and Gilbert",Rosefort,Belize,68,43896.01,30,8,18,408.95,2,0.3742,11,0,Store,South,2793.38,0
450,Cristina,Hanna,Mcconnell-Mccarty,West Arianafurt,Central African Republic,42,92623.14,78,13,19,194.23,2,0.1305,9,0,Online,South,5185.07,0
451,Kathy,Owens,Irwin Inc,Keithchester,Brunei Darussalam,39,26039.72,84,10,20,374.74,1,0.265,7,0,Store,West,4988.72,0
452,Rachael,Keith,"Gentry, Hurley and Gomez",Shannonstad,Togo,39,15000.0,25,8,16,358.46,3,0.3322,7,0,Store,East,2858.61,0
453,Marcus,Thompson,Prince-Hodges,New Gwendolyn,Albania,66,63800.29,40,14,21,139.17,2,0.181,9,0,Phone,North,4526.88,0
454,Norman,Mclean,"Crosby, Ayers and Burch",South Stephen,Equatorial Guinea,69,44958.92,88,4,15,112.54,1,0.1958,11,0,Phone,South,3462.18,0
455,Brandon,Cross,"Delacruz, Hodge and Snow",North Leon,Tuvalu,59,34575.34,14,14,27,122.28,1,0.2498,5,0,Store,North,4456.82,1
456,Autumn,Soto,Ho-Long,Lake Deanna,Niger,23,69167.13,26,1,44,574.78,3,0.3328,6,0,Phone,East,3361.43,1
457,Jaime,Cervantes,"Garrison, Mccall and Bowman",North Kristinside,Egypt,32,59876.01,87,11,22,222.53,2,0.2102,9,1,Phone,West,5545.81,0
458,Reginald,Blankenship,"Holmes, Warner and Barrett",North Carly,Malawi,60,43718.43,22,7,20,16.85,1,0.4813,9,1,Store,West,2479.46,0
459,Chelsey,Mcknight,Morse Group,Fordborough,Djibouti,54,29393.91,48,1,20,226.05,0,0.2505,8,0,Store,West,1643.5,0
460,Clayton,Lindsey,Gilmore Ltd,North Sean,Greenland,50,72449.15,83,11,24,28.05,2,0.0166,3,0,Store,North,5058.64,0
461,Kurt,Prince,Humphrey-Cain,Ronnieberg,United States of America,25,68004.02,51,4,16,88.95,1,0.3481,9,1,Store,North,3066.71,0
462,Joy,Choi,Montgomery Group,West Jermaineton,Dominica,61,53016.48,3,8,18,35.45,2,0.0782,9,0,Online,East,2684.32,0
463,Jeremiah,May,Larson LLC,Gabrielleland,Macao,61,91932.74,42,2,18,175.48,2,0.2144,10,1,Online,North,2648.98,0
464,Candice,Huang,"Barrera, Conway and Holland",New Joanneberg,Guinea,22,33598.3,19,6,23,314.71,2,0.2078,4,0,Online,West,2905.06,0
465,Alejandra,Tran,"Blackburn, Hampton and Conway",Karatown,French Guiana,56,24489.5,73,13,23,51.45,2,0.1461,6,0,Online,South,5317.24,0
466,Shaun,Richardson,"Cunningham, Grimes and Cameron",Rachelview,Armenia,21,41161.84,28,6,17,12.84,1,0.6139,8,0,Online,South,2643.35,0
467,Darryl,Russo,Copeland and Sons,Scottstad,Nicaragua,23,54088.28,84,12,19,53.18,3,0.307,4,0,Phone,South,5132.66,0
468,Joe,Cabrera,Wilkinson LLC,Kimberlystad,French Southern Territories,62,59866.79,45,9,15,167.38,4,0.1631,8,1,Online,West,3992.19,0
469,Travis,Duran,"Vincent, Watson and Esparza",Port Russellmouth,Uganda,49,50175.28,71,5,18,59.79,2,0.4263,13,0,Online,North,3169.15,0
470,Warren,House,"Frazier, Cain and Santos",Lake Devonmouth,Togo,69,62041.11,78,10,23,48.88,1,0.1811,4,1,Store,South,5142.89,0
471,Katherine,Haas,"Villegas, Stanley and Calderon",South Tonya,Eritrea,47,29969.21,63,4,15,30.58,1,0.187,6,0,Online,North,2767.34,0
472,Karen,Burton,Stein-Hess,South Andres,Cote d'Ivoire,64,83875.29,73,5,27,103.23,1,0.2272,5,1,Store,North,4024.99,0
473,Logan,Riddle,"Leach, Gutierrez and Villarreal",Weberview,Jordan,52,53356.98,19,12,27,48.43,2,0.0895,5,0,Online,West,4226.07,1
474,Kathryn,Hester,Lam and Sons,Port Paigefort,American Samoa,57,77345.92,47,12,22,196.96,3,0.2713,4,0,Online,North,4392.0,0
475,Christina,Villegas,"Mercado, Ewing and Villa",Vickimouth,Nigeria,69,61854.51,14,10,18,11.96,1,0.4895,9,1,Phone,North,4257.84,0
476,Joel,Walters,Cuevas-Vaughn,Carlsonfort,Cayman Islands,33,64135.06,38,11,21,163.61,0,0.2717,4,0,Store,West,3626.03,0
477,Frederick,Delacruz,"Beck, Lambert and Sweeney",Brianbury,Djibouti,30,66395.35,53,5,18,40.68,2,0.3833,10,1,Phone,East,3602.55,1
478,Warren,Cantrell,"Hood, Mora and Murphy",Whitneyburgh,Korea,67,63954.17,61,8,28,100.79,1,0.2732,6,1,Online,South,4455.48,0
479,Melvin,Bates,Fry-Roy,Karinabury,Vanuatu,59,67854.46,36,10,18,50.55,1,0.5359,11,1,Online,South,3843.52,0
480,Meredith,Pollard,Gilmore Ltd,Anthonyshire,Sudan,47,81583.05,40,12,23,192.44,1,0.2714,7,0,Store,North,4458.03,0
481,Dawn,Hines,"Kane, Roman and Osborne",Collinstown,Paraguay,36,58930.42,81,8,20,435.9,2,0.2197,12,1,Online,East,5227.6,0
482,Audrey,Goodman,Jenkins-Murillo,South Rogerhaven,Yemen,34,69180.08,30,2,25,373.48,2,0.2546,7,1,Online,West,2913.64,0
483,Kurt,Waters,Molina and Sons,Port Shane,Papua New Guinea,36,53205.29,9,7,23,131.35,2,0.1298,13,1,Online,North,2908.42,1
484,Eugene,Harper,"Rowe, Aguirre and Holloway",East Josephfurt,Serbia,45,83802.34,64,8,27,93.15,0,0.1274,10,0,Store,West,3952.62,0
485,Caleb,Eaton,"Franco, Blankenship and Nolan",Rileyburgh,Sri Lanka,43,41472.15,33,11,17,255.81,2,0.2067,13,1,Store,South,4411.17,0
486,Kaitlin,Mejia,"James, Bowman and Bass",Lake Alechaven,Latvia,54,91018.81,52,6,19,172.48,0,0.3081,9,1,Online,West,3356.03,0
487,Jennifer,Mercado,Espinoza LLC,South Vanessaton,Cayman Islands,43,54196.84,89,5,15,30.42,2,0.3987,11,1,Online,South,3988.29,0
488,David,Cardenas,Cortez-Flowers,Tanyabury,Bahamas,40,26384.5,14,11,20,257.99,3,0.3718,3,1,Phone,West,3721.19,0
489,Jenny,Reid,French-Norris,Karenmouth,Malaysia,26,57562.09,75,9,16,84.02,2,0.1982,9,1,Online,West,4320.24,0
490,Lonnie,Frye,Fox-Small,Carlsonfurt,Panama,29,41378.97,53,13,17,31.42,1,0.5823,5,0,Store,East,4639.97,0
491,Janice,Mayer,"Cobb, Chen and Fitzgerald",Port Sheenaborough,Jersey,18,71812.87,99,3,21,49.65,1,0.0824,7,1,Store,West,3739.49,0
492,Debbie,Bates,"Fox, Lara and Short",South Toddchester,Sweden,18,41947.52,59,12,20,46.7,1,0.1218,6,1,Store,North,4545.25,0
493,Jean,Christian,Sawyer Group,Hartburgh,Jordan,64,46076.33,78,13,27,109.85,2,0.4319,12,0,Online,East,5318.86,0
494,Philip,Harding,Burgess-Stephenson,Jenniferland,Turkmenistan,51,17209.19,94,13,20,40.06,3,0.2336,8,0,Phone,North,4945.68,0
495,Jillian,Oneal,Chambers Inc,Knoxton,Cape Verde,49,45953.87,41,10,21,19.78,2,0.1445,9,1,Online,West,4682.22,0
496,Mindy,Christian,Fox PLC,Jesusfort,Liechtenstein,65,15000.0,68,4,25,19.81,0,0.2563,8,0,Online,West,3377.44,0
497,Bobby,Mclean,Mosley Group,West Normanborough,Cote d'Ivoire,42,23321.94,68,9,26,131.3,4,0.3724,6,0,Online,East,4446.9,1
498,Amanda,Santos,Camacho-Lamb,Freemanberg,Antigua and Barbuda,57,70208.29,92,6,19,199.07,1,0.1111,8,1,Online,South,4406.35,0
499,Ralph,Buckley,"Tate, Wall and Trujillo",New Tara,Montenegro,62,70716.0,8,8,24,58.19,2,0.3703,3,1,Online,East,3613.05,0
500,Brian,Montoya,Short and Sons,West Mirandaside,Gabon,18,63509.15,2,7,22,10.0,1,0.3609,6,1,Phone,South,3161.31,1
501,Joann,Dyer,Salinas-Stephenson,Lake Chadside,Nigeria,33,35660.48,86,11,27,20.41,1,0.3608,7,0,Online,South,4450.41,0
502,Rhonda,Cook,Pennington-Lee,Zamoraburgh,Lebanon,56,54045.77,41,2,16,369.23,1,0.2715,3,0,Phone,West,2273.41,0
503,Charlene,Huffman,"Henry, Weeks and Cantu",Stanleybury,Korea,22,54927.95,55,3,22,102.05,3,0.4747,10,1,Online,North,3033.67,0
504,Abigail,Shah,Ortiz LLC,Mercadoland,Sierra Leone,39,31832.71,16,1,18,90.65,3,0.4853,13,1,Online,East,1982.33,1
505,Frances,Bridges,Lane and Sons,Port Virginiaside,United Arab Emirates,46,85067.97,93,9,21,10.0,2,0.4134,7,0,Online,East,4523.85,0
506,Belinda,Kaiser,Hull Inc,Phillipsbury,Malawi,20,72547.25,62,13,19,195.64,2,0.1763,7,1,Store,West,5208.47,0
507,Michael,Griffin,"Finley, Molina and Ortega",West Sophiafort,Syrian Arab Republic,29,50580.72,48,7,20,112.64,1,0.3329,6,1,Store,West,4141.78,0
508,Brooke,Briggs,"Daugherty, Bond and Mcmillan",Mezaview,Sao Tome and Principe,43,55537.72,30,1,25,33.86,1,0.3679,6,0,Phone,East,1771.22,0
509,Desiree,Sloan,Mccann and Sons,North Kyle,Vanuatu,33,59167.66,12,3,23,17.49,1,0.4114,5,0,Store,East,1973.3,0
510,Jared,Floyd,Waters-Novak,East Tylerton,Jersey,68,15000.0,35,4,12,72.53,0,0.5804,9,0,Online,North,1929.51,0
511,Latasha,Spencer,Castro LLC,North Kimberlychester,Honduras,54,50056.45,11,4,24,272.25,3,0.2847,8,1,Online,West,3379.61,0
512,Joy,Mack,Blackwell Group,North Stevestad,Latvia,39,41360.32,64,5,29,300.7,1,0.1307,9,0,Phone,North,3783.96,0
513,John,Rhodes,"Luna, Flowers and Beck",Port Sylviaton,Iceland,46,34967.6,50,14,18,138.51,3,0.0849,8,1,Phone,West,5160.5,1
514,Claire,Schaefer,Lynch-Pittman,Stuartmouth,Algeria,31,49377.99,85,3,16,195.04,2,0.4277,9,1,Online,West,3740.32,0
515,Judy,Nguyen,Graham LLC,Lindsayburgh,Uruguay,45,90953.73,21,3,19,18.35,0,0.1825,7,1,Online,North,2495.92,1
516,Andrea,Dennis,Kramer Ltd,Colemanfurt,China,22,67816.86,69,1,20,133.06,5,0.2705,10,0,Store,South,2807.45,1
517,Karla,Middleton,"Bradshaw, Mcbride and Gamble",Mayton,Mongolia,64,43576.42,48,7,22,164.93,0,0.5178,5,1,Store,South,4102.01,0
518,Sean,Coffey,Kirby-Coffey,Silvaberg,Anguilla,66,66451.66,20,11,33,33.61,0,0.0498,8,1,Store,South,5247.49,1
519,Nichole,George,Stout Group,West Charlotte,Greece,47,82987.11,67,10,21,318.23,6,0.3428,4,1,Online,West,4944.83,0
520,Justin,Dougherty,Gregory PLC,Greerbury,Netherlands,63,73492.67,44,14,17,32.54,2,0.7129,8,1,Phone,North,4968.18,0
521,Devon,Smith,Morgan PLC,Brandtville,Libyan Arab Jamahiriya,69,56192.61,33,1,14,56.42,2,0.1411,6,1,Online,South,2151.36,1
522,Becky,Scott,Coffey-Mcgee,Haroldport,Jersey,22,42061.26,73,2,25,145.36,0,0.3714,7,1,Online,East,3469.23,0
523,Misty,Espinoza,"Baxter, Sims and Braun",Mataport,Luxembourg,29,68964.47,61,13,23,152.56,3,0.6733,6,0,Online,South,5224.24,0
524,Franklin,Rivers,Beasley-Lewis,East Joan,Reunion,33,62869.71,9,4,26,180.29,0,0.1827,6,1,Online,North,3002.9,0
525,Leonard,Barber,Stevens Ltd,Lake Jasmineview,Rwanda,43,72903.86,68,13,24,17.82,1,0.0667,8,1,Phone,West,5234.87,0
526,Lonnie,Price,"Ibarra, Horton and Williams",North Kirk,Cayman Islands,43,67703.44,35,4,23,284.03,0,0.2785,6,1,Store,North,3811.69,0
527,Clarence,Cantu,Dudley LLC,Robertstown,Gambia,65,75991.05,81,5,22,114.16,2,0.2412,10,0,Store,West,4208.87,1
528,Johnny,Foster,"Terry, Fletcher and Mclean",South Chelseyton,Puerto Rico,38,44295.3,98,11,18,95.61,0,0.0475,8,0,Online,North,4309.11,0
529,Richard,Vasquez,Glenn PLC,Stanleyhaven,Burundi,56,81347.88,88,2,19,595.27,1,0.2375,12,1,Store,North,4034.31,0
530,Tabitha,Compton,Cantu-Hunt,West Tammietown,Mozambique,53,58951.99,96,4,13,202.28,2,0.1472,12,0,Store,East,3452.82,0
531,Adrienne,Wong,Barrera PLC,Anthonyberg,Gibraltar,50,96505.22,65,1,23,18.84,1,0.3223,8,1,Online,South,3202.59,0
532,Jorge,Farrell,Delgado LLC,Dylanberg,Australia,47,41216.24,8,2,23,211.92,2,0.239,10,1,Phone,South,2935.35,0
533,Kathy,Richards,Ellis Inc,Fieldsside,Turks and Caicos Islands,54,89719.28,45,1,22,15.01,1,0.4067,11,1,Online,North,2353.6,0
534,Larry,Ellison,"Horne, Lloyd and Bolton",South Cristian,Sweden,40,58958.22,87,10,23,10.0,3,0.4611,11,0,Online,South,4470.76,0
535,Gabrielle,Chaney,"Acevedo, Randall and Harrell",Tanyachester,Guadeloupe,27,41971.64,47,10,24,77.53,2,0.1372,7,0,Online,East,4124.98,0
536,Maxwell,Macias,"Marquez, Poole and Chang",New Edwin,Maldives,22,45322.28,40,13,20,757.21,1,0.48,10,1,Online,North,5717.7,0
537,Joyce,Chan,Crawford-Nielsen,Isaiahfurt,Serbia,53,48593.05,76,4,20,28.83,2,0.4278,5,1,Online,South,3971.04,1
538,Kari,Durham,Durham-Dean,Lake Julianberg,Greece,51,63483.32,54,4,18,167.51,1,0.2777,15,1,Store,South,2972.69,0
539,Trevor,Mckee,Moss LLC,North Reginaton,Togo,69,65456.71,76,7,24,28.56,1,0.2361,9,1,Online,West,3926.32,0
540,Diana,Thomas,Ali-Stark,Rodriguezfurt,Greece,48,43526.0,46,10,30,193.53,1,0.2752,7,1,Online,South,5209.27,0
541,Cynthia,Moss,Colon LLC,West Matthewside,South Georgia and the South Sandwich Islands,27,54512.91,47,11,17,105.59,1,0.2863,7,0,Store,South,4037.98,0
542,Billy,Garrison,"Travis, Nichols and Farmer",Andreburgh,Mayotte,36,97845.41,15,11,16,170.9,3,0.2233,8,1,Online,West,4204.57,0
543,Grace,Austin,"Petersen, Barrett and Leon",North Yvetteview,Sierra Leone,49,89550.86,19,9,17,34.01,1,0.4238,6,0,Store,North,3472.01,1
544,Kerri,Hamilton,Hart and Sons,North Karaside,Yemen,18,63726.47,26,9,26,205.34,1,0.2213,8,0,Phone,North,3602.47,0
